,Y
5569,7250.6
5570,7474.98
5571,7049.99
5572,7460.62
5573,6971.48
5574,7468.84
5575,6986.39
5576,7443.81
5577,6990.02
5578,7424.01
5579,6983.01
5580,7449.13
5581,6998.0
5582,7459.91
5583,6984.73
5584,7456.21
5585,6991.2
5586,7406.37
5587,7011.01
5588,7405.0
5589,7005.0
5590,7456.81
5591,7255.6
5592,6919.49
5593,6972.61
5594,6937.78
5595,6921.99
5596,7007.01
5597,6999.86
5598,6982.03
5599,7006.3
5600,6975.59
5601,6983.05
5602,6967.96
5603,7014.0
5604,6938.15
5605,7015.01
5606,6981.73
5607,7048.67
5608,7065.99
5609,7054.04
5610,7043.88
5611,7029.18
5612,7031.06
5613,7030.01
5614,6921.31
5615,7046.01
5616,7132.46
5617,6925.0
5618,7136.95
5619,6948.83
5620,7097.14
5621,6970.0
5622,7080.0
5623,6915.04
5624,7090.22
5625,6919.76
5626,7077.8
5627,6918.02
5628,7014.05
5629,6947.2
5630,6963.29
5631,6919.96
5632,6962.77
5633,6865.01
5634,6977.0
5635,6877.0
5636,6981.0
5637,6938.0
5638,7043.39
5639,6966.17
5640,6916.64
5641,7070.01
5642,6937.6
5643,7093.02
5644,6926.45
5645,7110.0
5646,6948.76
5647,7120.0
5648,6926.45
5649,7111.97
5650,6949.17
5651,7097.29
5652,7020.3
5653,7000.01
5654,7034.0
5655,6876.0
5656,7059.98
5657,6752.4
5658,7050.0
5659,6750.0
5660,7092.26
5661,6718.22
5662,6959.57
5663,7123.01
5664,6575.86
5665,6465.0
5666,6617.45
5667,6491.46
5668,6588.01
5669,6477.5
5670,6497.99
5671,6254.88
5672,6537.32
5673,6240.6
5674,6548.92
5675,6266.21
5676,6456.01
5677,6339.99
5678,6512.88
5679,6319.01
5680,6499.41
5681,6300.0
5682,6485.01
5683,6263.45
5684,6515.01
5685,6282.5
5686,6603.99
5687,6497.18
5688,6338.0
5689,6424.04
5690,6323.86
5691,6505.11
5692,6324.98
5693,6450.5
5694,6355.0
5695,6455.01
5696,6346.35
5697,6475.56
5698,6351.85
5699,6474.0
5700,6321.15
5701,6472.27
5702,6314.0
5703,6506.0
5704,6335.83
5705,6586.0
5706,6343.34
5707,6610.05
5708,6328.75
5709,6546.46
5710,6288.43
5711,6251.0
5712,6556.25
5713,6556.25
5714,6556.25
5715,6556.25
5716,6556.25
5717,6556.25
5718,6556.25
5719,6369.99
5720,6556.25
5721,6420.0
5722,6556.25
5723,6402.4
5724,6556.25
5725,6402.49
5726,6556.25
5727,6190.01
5728,6556.25
5729,6070.0
5730,6556.25
5731,6102.1
5732,6556.25
5733,6146.01
5734,6556.25
5735,6556.25
5736,6110.0
5737,6116.84
5738,6138.0
5739,6125.01
5740,6114.33
5741,6118.64
5742,6106.28
5743,6121.0
5744,6100.0
5745,6446.44
5746,6087.52
5747,6392.94
5748,6109.53
5749,6395.53
5750,6105.82
5751,6421.11
5752,6117.19
5753,6394.14
5754,6130.01
5755,6405.01
5756,6119.97
5757,6235.56
5758,6091.87
5759,6123.73
5760,6273.25
5761,6266.23
5762,6291.42
5763,6309.05
5764,6288.02
5765,6318.28
5766,6264.99
5767,6311.11
5768,6341.62
5769,6305.94
5770,6345.78
5771,6309.94
5772,6330.99
5773,6326.49
5774,6305.63
5775,6344.08
5776,6322.27
5777,6363.0
5778,6329.66
5779,6339.73
5780,6353.06
5781,6316.01
5782,6279.36
5783,6253.39
5784,6326.27
5785,6414.47
5786,6330.34
5787,6379.99
5788,6346.71
5789,6295.0
5790,6338.22
5791,6285.12
5792,6330.46
5793,6230.0
5794,6422.71
5795,6244.99
5796,6439.13
5797,6235.94
5798,6474.88
5799,6278.35
5800,6465.69
5801,6244.94
5802,6474.93
5803,6263.98
5804,6443.0
5805,6253.67
5806,6329.72
5807,6447.57
5808,6035.24
5809,6130.02
5810,5956.06
5811,6031.23
5812,5998.0
5813,6035.01
5814,6018.43
5815,6034.01
5816,6001.05
5817,6030.01
5818,5978.17
5819,6055.52
5820,6039.01
5821,6087.26
5822,6029.01
5823,6070.1
5824,6052.98
5825,6110.06
5826,6029.08
5827,6137.15
5828,6009.0
5829,6195.01
5830,6224.39
5831,6104.99
5832,6227.0
5833,6345.0
5834,6268.38
5835,6409.99
5836,6300.01
5837,6450.01
5838,6330.0
5839,6593.21
5840,6311.09
5841,6569.96
5842,6325.95
5843,6534.97
5844,6409.58
5845,6383.82
5846,6439.99
5847,6375.0
5848,6374.47
5849,6412.11
5850,6302.89
5851,6346.42
5852,6355.97
5853,6269.01
5854,6223.37
5855,6393.0
5856,6266.69
5857,6351.0
5858,6293.28
5859,6323.87
5860,6280.0
5861,6407.23
5862,6312.27
5863,6401.58
5864,6287.42
5865,6416.71
5866,6301.99
5867,6427.49
5868,6377.55
5869,6410.83
5870,6387.81
5871,6256.24
5872,6389.89
5873,6280.01
5874,6447.17
5875,6275.82
5876,6439.98
5877,6315.9
5878,6295.01
5879,6321.44
5880,6342.5
5881,6486.4
5882,6419.69
5883,6467.07
5884,6421.01
5885,6477.48
5886,6470.02
5887,6499.99
5888,6449.99
5889,6510.0
5890,6508.0
5891,6513.0
5892,6493.26
5893,6500.06
5894,6466.69
5895,6479.99
5896,6498.31
5897,6523.0
5898,6427.99
5899,6569.21
5900,6464.01
5901,6585.49
5902,6341.2
5903,6481.88
5904,6539.55
5905,6353.0
5906,6507.57
5907,6349.01
5908,6533.0
5909,6369.99
5910,6531.23
5911,6349.09
5912,6523.01
5913,6354.99
5914,6490.01
5915,6372.12
5916,6488.0
5917,6370.49
5918,6504.49
5919,6370.0
5920,6512.0
5921,6399.36
5922,6512.11
5923,6405.39
5924,6508.51
5925,6396.64
5926,6605.0
5927,6479.75
5928,6359.99
5929,6448.99
5930,6371.26
5931,6428.17
5932,6345.67
5933,6411.91
5934,6375.0
5935,6388.67
5936,6374.01
5937,6359.99
5938,6368.53
5939,6373.64
5940,6365.0
5941,6384.6
5942,6374.05
5943,6534.0
5944,6364.59
5945,6501.01
5946,6383.89
5947,6523.99
5948,6430.0
5949,6489.53
5950,6375.51
5951,6421.0
5952,6515.69
5953,6440.01
5954,6500.01
5955,6450.0
5956,6493.0
5957,6431.55
5958,6461.11
5959,6477.99
5960,6471.36
5961,6467.11
5962,6436.08
5963,6470.7
5964,6462.26
5965,6447.79
5966,6446.46
5967,6459.85
5968,6407.29
5969,6415.0
5970,6414.01
5971,6301.96
5972,6448.51
5973,6258.74
5974,6513.94
5975,6450.82
5976,6308.69
5977,6402.34
5978,6308.69
5979,6427.68
5980,6310.01
5981,6418.78
5982,6300.54
5983,6437.12
5984,6322.47
5985,6419.18
5986,6385.99
5987,6448.0
5988,6398.71
5989,6435.23
5990,6470.0
5991,6444.68
5992,6432.39
5993,6463.01
5994,6447.87
5995,6469.98
5996,6433.43
5997,6475.9
5998,6311.6
5999,6434.97
6000,6812.91
6001,6663.57
6002,6724.99
6003,6650.01
6004,6727.99
6005,6441.07
6006,6719.9
6007,6427.37
6008,6677.63
6009,6441.72
6010,6675.05
6011,6410.0
6012,6649.76
6013,6433.49
6014,6676.17
6015,6331.0
6016,6668.24
6017,6370.0
6018,6660.06
6019,6356.84
6020,6669.84
6021,6359.99
6022,6466.13
6023,6666.01
6024,6417.02
6025,6421.01
6026,6419.89
6027,6439.67
6028,6402.95
6029,6440.01
6030,6398.0
6031,6455.0
6032,6425.0
6033,6455.0
6034,6429.99
6035,6443.91
6036,6434.1
6037,6418.37
6038,6434.72
6039,6423.01
6040,6409.9
6041,6478.87
6042,6424.27
6043,6507.38
6044,6405.46
6045,6526.36
6046,6426.97
6047,6435.48
6048,6499.99
6049,6536.0
6050,6503.0
6051,6510.0
6052,6494.99
6053,6503.14
6054,6503.0
6055,6547.7
6056,6515.59
6057,6587.53
6058,6513.81
6059,6629.14
6060,6533.74
6061,6623.61
6062,6521.48
6063,6608.32
6064,6521.76
6065,6691.65
6066,6538.61
6067,6681.33
6068,6532.79
6069,6690.88
6070,6484.51
6071,6552.89
6072,6733.84
6073,6699.2
6074,6762.61
6075,6726.45
6076,6728.74
6077,6743.59
6078,6740.44
6079,6715.01
6080,6727.16
6081,6726.01
6082,6687.88
6083,6712.24
6084,6675.01
6085,6712.75
6086,6710.44
6087,6715.0
6088,6693.0
6089,6702.5
6090,6708.07
6091,6729.32
6092,6704.99
6093,6737.52
6094,6723.28
6095,6689.57
6096,6734.63
6097,6721.06
6098,6646.51
6099,6694.63
6100,6622.0
6101,6676.71
6102,6623.01
6103,6650.0
6104,6588.7
6105,6645.37
6106,6607.99
6107,6690.01
6108,6632.77
6109,6699.0
6110,6625.03
6111,6674.21
6112,6657.53
6113,6686.94
6114,6659.99
6115,6679.82
6116,6696.98
6117,6709.98
6118,6753.08
6119,6685.7
6120,6672.01
6121,6712.99
6122,6669.88
6123,6717.49
6124,6672.24
6125,6747.48
6126,6702.0
6127,6736.01
6128,6715.0
6129,6734.93
6130,6714.9
6131,6728.36
6132,6702.42
6133,6739.5
6134,6699.99
6135,6717.51
6136,6695.0
6137,6728.01
6138,6709.29
6139,6748.34
6140,6708.58
6141,6911.9
6142,6699.98
6143,6683.44
6144,6910.79
6145,7081.76
6146,6878.31
6147,7055.66
6148,6881.18
6149,7045.99
6150,6898.08
6151,7020.0
6152,6905.0
6153,7052.5
6154,6910.01
6155,7063.09
6156,6923.78
6157,7095.71
6158,6913.99
6159,7084.07
6160,6920.0
6161,7066.01
6162,6921.0
6163,7079.0
6164,7033.33
6165,7071.01
6166,6903.0
6167,7039.99
6168,7062.95
6169,7095.71
6170,7029.96
6171,7078.01
6172,7037.4
6173,6973.0
6174,7041.15
6175,6991.17
6176,7055.41
6177,7021.0
6178,7045.01
6179,7010.01
6180,7055.7
6181,7000.01
6182,7066.05
6183,7039.0
6184,7104.99
6185,7057.78
6186,7086.48
6187,7054.39
6188,7081.23
6189,7030.9
6190,7068.99
6191,7092.83
6192,7040.0
6193,6837.93
6194,7005.46
6195,6864.99
6196,7019.0
6197,6861.18
6198,7015.0
6199,6853.36
6200,6963.03
6201,6860.0
6202,6976.12
6203,6817.48
6204,6969.15
6205,6819.0
6206,6939.16
6207,6917.0
6208,6916.07
6209,6940.01
6210,6921.57
6211,6935.0
6212,6870.0
6213,6983.0
6214,7048.01
6215,6829.01
6216,6938.62
6217,6934.08
6218,6947.5
6219,6943.17
6220,6965.41
6221,6955.0
6222,7002.43
6223,6986.01
6224,6993.09
6225,7045.0
6226,6991.54
6227,7049.02
6228,6958.27
6229,7044.18
6230,6951.26
6231,7044.51
6232,6952.71
6233,7027.34
6234,6945.0
6235,7018.0
6236,6965.0
6237,7015.01
6238,6945.0
6239,6902.09
6240,7029.0
6241,7053.75
6242,7045.65
6243,7120.68
6244,7060.0
6245,7173.95
6246,7045.51
6247,7190.56
6248,7045.0
6249,7195.01
6250,7050.0
6251,7195.01
6252,7049.39
6253,7255.82
6254,7054.99
6255,7195.97
6256,7060.0
6257,7183.54
6258,7081.44
6259,7191.48
6260,7059.23
6261,7191.08
6262,7041.99
6263,7037.0
6264,7142.29
6265,7192.87
6266,7163.63
6267,7229.99
6268,7176.01
6269,7217.97
6270,7201.29
6271,7275.0
6272,7233.22
6273,7286.72
6274,7207.15
6275,7308.0
6276,7222.99
6277,7299.99
6278,7272.4
6279,7278.8
6280,7282.23
6281,7285.0
6282,7274.99
6283,7278.32
6284,7235.0
6285,7295.0
6286,7156.65
6287,7249.88
6288,7262.51
6289,7279.34
6290,7272.06
6291,7279.42
6292,7257.02
6293,7281.89
6294,7205.0
6295,7255.35
6296,7220.36
6297,7275.02
6298,7249.0
6299,7274.99
6300,7250.0
6301,7313.38
6302,7238.0
6303,7289.86
6304,7216.68
6305,7304.76
6306,7234.02
6307,7263.22
6308,7220.96
6309,7256.98
6310,7283.23
6311,7250.04
6312,7277.08
6313,7362.01
6314,7267.01
6315,7360.01
6316,7265.33
6317,7364.72
6318,7250.77
6319,7364.99
6320,7263.57
6321,7377.0
6322,7284.99
6323,7349.99
6324,7301.0
6325,7349.97
6326,7281.12
6327,7359.78
6328,7281.13
6329,7353.35
6330,7304.99
6331,7355.23
6332,7329.0
6333,7360.0
6334,7265.3
6335,7353.5
6336,7383.88
6337,7031.96
6338,7378.5
6339,7011.97
6340,7368.0
6341,6985.0
6342,7353.0
6343,6918.01
6344,7370.0
6345,6912.88
6346,7369.99
6347,6915.0
6348,7361.01
6349,6901.52
6350,7371.58
6351,6948.41
6352,7106.86
6353,6932.01
6354,6987.66
6355,6898.39
6356,6993.74
6357,6687.96
6358,7375.0
6359,6985.0
6360,6421.51
6361,6480.0
6362,6445.0
6363,6457.97
6364,6407.21
6365,6414.0
6366,6429.94
6367,6410.02
6368,6389.96
6369,6375.09
6370,6405.01
6371,6413.0
6372,6400.0
6373,6453.42
6374,6422.99
6375,6442.61
6376,6372.65
6377,6429.9
6378,6364.34
6379,6454.99
6380,6393.58
6381,6495.0
6382,6419.67
6383,6389.6
6384,6512.73
6385,6441.96
6386,6494.92
6387,6410.82
6388,6494.94
6389,6373.35
6390,6483.89
6391,6439.26
6392,6511.51
6393,6415.0
6394,6472.09
6395,6410.03
6396,6485.01
6397,6420.0
6398,6454.97
6399,6442.58
6400,6455.0
6401,6421.18
6402,6363.96
6403,6403.05
6404,6366.2
6405,6395.01
6406,6481.76
6407,6425.0
6408,6422.32
6409,6415.74
6410,6436.3
6411,6399.99
6412,6414.7
6413,6425.52
6414,6422.66
6415,6376.54
6416,6435.0
6417,6213.0
6418,6432.12
6419,6190.1
6420,6437.45
6421,6177.49
6422,6454.52
6423,6171.43
6424,6456.13
6425,6183.92
6426,6446.85
6427,6175.1
6428,6437.75
6429,6188.0
6430,6428.26
6431,6412.02
6432,6200.0
6433,6395.31
6434,6165.0
6435,6380.49
6436,6177.78
6437,6374.06
6438,6175.64
6439,6378.31
6440,6181.19
6441,6374.09
6442,6188.23
6443,6378.09
6444,6191.22
6445,6383.02
6446,6192.78
6447,6387.0
6448,6386.53
6449,6366.01
6450,6366.51
6451,6251.66
6452,6378.0
6453,6235.01
6454,6180.0
6455,6391.16
6456,6321.98
6457,6298.5
6458,6314.74
6459,6301.0
6460,6307.0
6461,6289.44
6462,6277.12
6463,6257.19
6464,6285.33
6465,6260.0
6466,6310.0
6467,6280.39
6468,6309.76
6469,6289.97
6470,6287.5
6471,6298.0
6472,6286.69
6473,6293.32
6474,6287.87
6475,6287.29
6476,6304.0
6477,6299.99
6478,6253.01
6479,6293.01
6480,6390.0
6481,6274.85
6482,6349.11
6483,6216.14
6484,6348.99
6485,6252.45
6486,6322.01
6487,6252.54
6488,6325.19
6489,6239.26
6490,6330.01
6491,6242.99
6492,6304.28
6493,6264.71
6494,6317.24
6495,6250.0
6496,6327.85
6497,6305.99
6498,6316.34
6499,6287.4
6500,6272.96
6501,6282.53
6502,6309.9
6503,6267.57
6504,6259.48
6505,6280.0
6506,6248.84
6507,6267.01
6508,6260.0
6509,6262.0
6510,6262.86
6511,6259.5
6512,6269.47
6513,6273.96
6514,6252.78
6515,6298.99
6516,6240.0
6517,6303.17
6518,6238.99
6519,6305.0
6520,6246.98
6521,6299.99
6522,6236.22
6523,6335.65
6524,6232.46
6525,6326.0
6526,6259.18
6527,6248.51
6528,6391.4
6529,6503.39
6530,6388.54
6531,6491.31
6532,6382.13
6533,6480.01
6534,6388.39
6535,6506.01
6536,6379.78
6537,6501.99
6538,6385.0
6539,6484.55
6540,6384.0
6541,6446.99
6542,6409.8
6543,6464.0
6544,6434.0
6545,6458.48
6546,6436.02
6547,6478.89
6548,6465.36
6549,6485.99
6550,6408.0
6551,6454.57
6552,6488.81
6553,6445.67
6554,6547.82
6555,6450.0
6556,6551.0
6557,6478.39
6558,6539.99
6559,6503.01
6560,6551.62
6561,6470.69
6562,6556.0
6563,6472.0
6564,6549.44
6565,6538.0
6566,6421.52
6567,6535.0
6568,6425.26
6569,6512.49
6570,6440.42
6571,6516.03
6572,6462.51
6573,6478.04
6574,6462.0
6575,6462.0
6576,6519.36
6577,6538.06
6578,6506.51
6579,6533.05
6580,6497.2
6581,6535.33
6582,6513.67
6583,6544.67
6584,6490.32
6585,6546.32
6586,6483.45
6587,6519.61
6588,6499.08
6589,6536.0
6590,6520.0
6591,6534.0
6592,6528.09
6593,6504.01
6594,6517.36
6595,6520.01
6596,6519.99
6597,6518.68
6598,6485.66
6599,6524.0
6600,6495.53
6601,6486.98
6602,6493.13
6603,6479.36
6604,6485.8
6605,6479.99
6606,6449.55
6607,6482.36
6608,6470.82
6609,6475.0
6610,6465.35
6611,6485.0
6612,6444.81
6613,6500.0
6614,6482.61
6615,6501.01
6616,6489.1
6617,6496.84
6618,6506.0
6619,6494.69
6620,6496.12
6621,6498.0
6622,6508.0
6623,6504.48
6624,6522.0
6625,6415.63
6626,6519.99
6627,6350.39
6628,6512.43
6629,6261.3
6630,6472.05
6631,6260.01
6632,6484.66
6633,6291.7
6634,6485.0
6635,6294.21
6636,6477.5
6637,6264.74
6638,6473.22
6639,6216.0
6640,6489.12
6641,6242.01
6642,6470.25
6643,6247.69
6644,6472.0
6645,6250.7
6646,6520.01
6647,6447.18
6648,6249.14
6649,6366.45
6650,6246.06
6651,6361.72
6652,6236.01
6653,6355.09
6654,6260.51
6655,6344.98
6656,6270.99
6657,6320.0
6658,6268.5
6659,6332.5
6660,6275.0
6661,6301.16
6662,6253.91
6663,6317.22
6664,6254.31
6665,6320.1
6666,6244.51
6667,6348.41
6668,6281.45
6669,6335.7
6670,6252.01
6671,6321.19
6672,6331.51
6673,6286.07
6674,6339.36
6675,6320.34
6676,6349.99
6677,6326.5
6678,6333.12
6679,6326.76
6680,6342.51
6681,6322.0
6682,6344.81
6683,6152.85
6684,6350.0
6685,6410.01
6686,6339.97
6687,6421.32
6688,6317.53
6689,6384.99
6690,6315.68
6691,6385.0
6692,6284.03
6693,6386.94
6694,6312.08
6695,6290.0
6696,6406.0
6697,6421.01
6698,6385.01
6699,6415.17
6700,6395.29
6701,6411.82
6702,6387.93
6703,6417.17
6704,6390.8
6705,6395.0
6706,6396.01
6707,6405.0
6708,6405.38
6709,6419.03
6710,6388.0
6711,6375.0
6712,6392.8
6713,6501.16
6714,6406.83
6715,6527.87
6716,6430.32
6717,6493.11
6718,6415.01
6719,6420.0
6720,6498.0
6721,6730.01
6722,6551.12
6723,6728.0
6724,6544.0
6725,6683.41
6726,6536.72
6727,6715.8
6728,6531.01
6729,6697.65
6730,6544.95
6731,6734.0
6732,6643.02
6733,6753.61
6734,6701.0
6735,6710.0
6736,6709.76
6737,6718.89
6738,6696.95
6739,6728.99
6740,6739.34
6741,6750.0
6742,6500.0
6743,6729.01
6744,6751.83
6745,6684.8
6746,6735.0
6747,6664.01
6748,6733.73
6749,6678.01
6750,6740.0
6751,6662.0
6752,6737.0
6753,6678.41
6754,6723.0
6755,6730.45
6756,6718.01
6757,6717.0
6758,6646.0
6759,6712.59
6760,6683.99
6761,6689.97
6762,6685.0
6763,6702.12
6764,6655.08
6765,6707.33
6766,6799.8
6767,6677.0
6768,6686.0
6769,6729.32
6770,6691.0
6771,6687.99
6772,6700.17
6773,6683.51
6774,6720.54
6775,6690.08
6776,6711.01
6777,6682.93
6778,6694.08
6779,6696.99
6780,6704.01
6781,6686.11
6782,6722.17
6783,6671.51
6784,6756.99
6785,6680.0
6786,6749.01
6787,6704.39
6788,6737.38
6789,6696.99
6790,6700.2
6791,6726.0
6792,6709.05
6793,6616.37
6794,6704.99
6795,6606.97
6796,6706.0
6797,6602.28
6798,6696.61
6799,6606.05
6800,6689.99
6801,6639.61
6802,6649.01
6803,6635.83
6804,6668.99
6805,6618.72
6806,6632.36
6807,6625.0
6808,6600.85
6809,6616.0
6810,6609.99
6811,6595.12
6812,6577.52
6813,6582.09
6814,6691.54
6815,6623.99
6816,6429.29
6817,6412.95
6818,6420.0
6819,6420.0
6820,6460.0
6821,6402.44
6822,6456.51
6823,6392.79
6824,6457.8
6825,6390.99
6826,6420.57
6827,6355.01
6828,6376.65
6829,6363.87
6830,6404.59
6831,6388.29
6832,6409.99
6833,6388.0
6834,6402.99
6835,6390.54
6836,6392.0
6837,6436.89
6838,6510.06
6839,6437.86
6840,6394.53
6841,6483.21
6842,6398.01
6843,6512.0
6844,6387.01
6845,6530.01
6846,6395.0
6847,6520.99
6848,6434.38
6849,6527.43
6850,6430.8
6851,6511.46
6852,6443.25
6853,6495.72
6854,6445.34
6855,6497.0
6856,6449.99
6857,6471.77
6858,6458.44
6859,6459.38
6860,6519.99
6861,6455.66
6862,6401.0
6863,6499.46
6864,6482.13
6865,6497.27
6866,6491.0
6867,6506.5
6868,6493.99
6869,6487.01
6870,6472.0
6871,6495.32
6872,6460.01
6873,6500.01
6874,6465.0
6875,6509.99
6876,6451.59
6877,6662.83
6878,6455.0
6879,6695.0
6880,6456.87
6881,6715.0
6882,6460.92
6883,6671.51
6884,6478.01
6885,6680.01
6886,6491.0
6887,6497.27
6888,6710.11
6889,6635.82
6890,6697.2
6891,6649.08
6892,6693.24
6893,6654.94
6894,6700.01
6895,6643.0
6896,6703.99
6897,6642.54
6898,6724.1
6899,6636.99
6900,6762.77
6901,6675.09
6902,6719.0
6903,6644.0
6904,6643.52
6905,6630.35
6906,6637.01
6907,6620.98
6908,6644.87
6909,6620.01
6910,6696.12
6911,6585.19
6912,6463.63
6913,6546.27
6914,6499.01
6915,6532.5
6916,6486.66
6917,6566.93
6918,6492.13
6919,6540.0
6920,6488.8
6921,6572.76
6922,6497.5
6923,6564.16
6924,6515.3
6925,6569.01
6926,6512.43
6927,6577.0
6928,6528.56
6929,6570.0
6930,6536.66
6931,6581.62
6932,6570.01
6933,6582.0
6934,6609.98
6935,6564.99
6936,6579.01
6937,6617.01
6938,6557.74
6939,6627.51
6940,6561.06
6941,6590.0
6942,6546.95
6943,6604.0
6944,6552.51
6945,6601.02
6946,6568.9
6947,6598.24
6948,6568.21
6949,6588.01
6950,6566.13
6951,6561.29
6952,6570.48
6953,6559.79
6954,6624.25
6955,6612.05
6956,6611.7
6957,6605.0
6958,6559.0
6959,6613.97
6960,6615.92
6961,6543.51
6962,6614.18
6963,6540.61
6964,6621.28
6965,6542.99
6966,6607.01
6967,6558.77
6968,6600.37
6969,6563.57
6970,6605.78
6971,6562.0
6972,6586.01
6973,6556.51
6974,6602.8
6975,6551.6
6976,6591.86
6977,6573.01
6978,6569.64
6979,6562.5
6980,6570.98
6981,6572.83
6982,6624.96
6983,6585.15
6984,6574.99
6985,6550.23
6986,6569.99
6987,6520.01
6988,6566.7
6989,6528.18
6990,6575.01
6991,6496.02
6992,6580.01
6993,6499.5
6994,6559.31
6995,6534.0
6996,6557.74
6997,6531.76
6998,6561.0
6999,6524.38
7000,6540.01
7001,6522.87
7002,6551.15
7003,6530.99
7004,6539.26
7005,6498.46
7006,6556.9
7007,6550.0
7008,6489.62
7009,6442.65
7010,6470.39
7011,6481.34
7012,6425.0
7013,6468.26
7014,6423.75
7015,6468.54
7016,6425.11
7017,6465.0
7018,6430.02
7019,6452.0
7020,6414.49
7021,6433.33
7022,6418.45
7023,6437.52
7024,6427.66
7025,6417.33
7026,6446.42
7027,6434.85
7028,6451.56
7029,6466.03
7030,6507.94
7031,6432.01
7032,6559.01
7033,6539.27
7034,6563.96
7035,6532.01
7036,6562.01
7037,6548.9
7038,6564.63
7039,6539.23
7040,6551.01
7041,6549.99
7042,6542.53
7043,6559.99
7044,6542.5
7045,6572.08
7046,6550.0
7047,6546.25
7048,6554.09
7049,6545.01
7050,6533.03
7051,6550.6
7052,6530.0
7053,6547.45
7054,6478.0
7055,6534.18
7056,6569.99
7057,6543.22
7058,6533.55
7059,6544.15
7060,6539.71
7061,6547.41
7062,6537.53
7063,6539.98
7064,6537.1
7065,6534.51
7066,6549.06
7067,6534.0
7068,6531.67
7069,6543.05
7070,6528.83
7071,6539.08
7072,6530.0
7073,6556.0
7074,6533.36
7075,6585.0
7076,6538.01
7077,6593.94
7078,6580.0
7079,6536.29
7080,6579.99
7081,6545.04
7082,6561.8
7083,6542.57
7084,6567.17
7085,6558.64
7086,6570.43
7087,6549.5
7088,6574.95
7089,6556.0
7090,6572.0
7091,6541.75
7092,6572.76
7093,6540.0
7094,6565.0
7095,6551.89
7096,6564.63
7097,6557.0
7098,6564.33
7099,6545.0
7100,6547.2
7101,6552.43
7102,6576.4
7103,6551.74
7104,6554.72
7105,6528.99
7106,6554.99
7107,6526.16
7108,6554.0
7109,6539.0
7110,6546.44
7111,6527.3
7112,6547.32
7113,6535.15
7114,6547.33
7115,6536.91
7116,6535.01
7117,6536.95
7118,6516.0
7119,6533.01
7120,6521.08
7121,6536.32
7122,6515.0
7123,6536.1
7124,6514.18
7125,6570.0
7126,6554.01
7127,6520.0
7128,6560.01
7129,6608.78
7130,6561.84
7131,6616.0
7132,6556.29
7133,6617.0
7134,6557.64
7135,6607.03
7136,6550.02
7137,6617.14
7138,6550.74
7139,6609.18
7140,6552.09
7141,6633.74
7142,6548.91
7143,6623.01
7144,6551.87
7145,6613.15
7146,6576.99
7147,6598.49
7148,6589.8
7149,6608.07
7150,6564.01
7151,6624.98
7152,6598.03
7153,6553.29
7154,6601.75
7155,6569.09
7156,6601.09
7157,6574.7
7158,6605.96
7159,6572.0
7160,6596.5
7161,6578.95
7162,6594.68
7163,6587.53
7164,6596.43
7165,6585.92
7166,6589.31
7167,6578.6
7168,6590.47
7169,6576.63
7170,6591.66
7171,6593.99
7172,6584.33
7173,6589.48
7174,6606.62
7175,6578.19
7176,6569.13
7177,6511.59
7178,6567.01
7179,6507.53
7180,6540.41
7181,6493.48
7182,6529.0
7183,6507.53
7184,6461.31
7185,6522.96
7186,6489.99
7187,6549.8
7188,6488.75
7189,6540.0
7190,6499.0
7191,6530.41
7192,6490.36
7193,6509.99
7194,6490.55
7195,6518.84
7196,6497.89
7197,6524.56
7198,6579.51
7199,6508.66
7200,6222.11
7201,6207.61
7202,6190.35
7203,6214.01
7204,6222.01
7205,6193.99
7206,6225.34
7207,6208.18
7208,6208.1
7209,6211.48
7210,6188.57
7211,6193.81
7212,6207.53
7213,6199.96
7214,6206.89
7215,6204.45
7216,6213.06
7217,6196.7
7218,6209.93
7219,6191.12
7220,6178.63
7221,6154.69
7222,6466.96
7223,6194.78
7224,6171.68
7225,6202.13
7226,6183.0
7227,6212.06
7228,6189.99
7229,6226.03
7230,6198.28
7231,6215.0
7232,6199.99
7233,6199.59
7234,6220.0
7235,6204.16
7236,6224.03
7237,6211.98
7238,6216.27
7239,6215.99
7240,6203.13
7241,6210.0
7242,6209.91
7243,6192.93
7244,6209.18
7245,6188.01
7246,6150.43
7247,6218.48
7248,6204.99
7249,6193.65
7250,6198.8
7251,6200.99
7252,6185.4
7253,6205.0
7254,6193.61
7255,6202.99
7256,6200.01
7257,6202.97
7258,6201.19
7259,6185.0
7260,6194.33
7261,6199.01
7262,6194.36
7263,6192.36
7264,6206.98
7265,6194.63
7266,6200.51
7267,6201.69
7268,6205.0
7269,6196.0
7270,6194.5
7271,6197.28
7272,6203.53
7273,6225.0
7274,6204.44
7275,6225.0
7276,6222.07
7277,6242.94
7278,6263.0
7279,6241.69
7280,6244.05
7281,6237.03
7282,6243.9
7283,6237.99
7284,6243.98
7285,6244.81
7286,6241.96
7287,6220.22
7288,6230.92
7289,6202.76
7290,6221.01
7291,6200.93
7292,6217.99
7293,6183.49
7294,6198.06
7295,6231.81
7296,6211.0
7297,6396.76
7298,6205.22
7299,6375.01
7300,6218.61
7301,6395.36
7302,6212.47
7303,6422.62
7304,6363.9
7305,6404.28
7306,6657.08
7307,6395.01
7308,6415.87
7309,6390.0
7310,6402.73
7311,6390.01
7312,6423.79
7313,6395.02
7314,6418.91
7315,6430.51
7316,6404.5
7317,6440.42
